silk_id,segment_no,latitude,longitude,sample_time_utc,project,route,vessel,meanlong,region,richness_raw,number_segments,meanlat,silk_area,richness
2,37,-37.02955,150.44844,29/6/09 13:37,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
2,41,-37.35111,150.33648,29/6/09 14:34,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
2,45,-37.6403,150.14464,29/6/09 15:31,AusCPR,SYME,ANL Windarra,149.36685667269438,East,36,553,-37.26920652802893,3,12
2,49,-37.9005,149.88143,29/6/09 16:28,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
2,53,-38.16011,149.61635,29/6/09 17:25,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
2,57,-38.39075,149.32361,29/6/09 18:21,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
2,61,-38.50572,148.92529,29/6/09 19:18,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
2,65,-38.61934,148.52571,29/6/09 20:15,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
2,69,-38.73056,148.12441,29/6/09 21:12,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
2,73,-38.83762,147.72068,29/6/09 22:08,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
2,77,-38.94329,147.31573,29/6/09 23:05,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
2,81,-39.04755,146.90958,30/6/09 0:02,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
2,85,-39.1504,146.50224,30/6/09 0:59,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
2,89,-39.1708,146.09464,30/6/09 1:55,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
2,93,-38.98864,145.73598,30/6/09 2:52,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
2,97,-38.80538,145.37918,30/6/09 3:49,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
2,101,-38.62105,145.0242,30/6/09 4:46,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
3,1,-26.86324,153.48872,25/7/09 5:26,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,3,395,-30.259068481012658,3,1
3,5,-27.14316,153.66985,25/7/09 6:20,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
3,9,-27.46857,153.75236,25/7/09 7:14,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
3,13,-27.8023,153.7729,25/7/09 8:08,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,36,395,-30.259068481012658,3,12
3,17,-28.13604,153.79356,25/7/09 9:03,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,48,395,-30.259068481012658,3,16
3,21,-28.46977,153.81435,25/7/09 9:57,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
3,25,-28.80208,153.79889,25/7/09 10:51,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,42,395,-30.259068481012658,3,14
3,29,-29.13292,153.74533,25/7/09 11:45,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
3,33,-29.46374,153.69143,25/7/09 12:39,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,36,395,-30.259068481012658,3,12
3,37,-29.79454,153.63718,25/7/09 13:33,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,33,395,-30.259068481012658,3,11
3,41,-30.12172,153.56121,25/7/09 14:27,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
3,45,-30.44675,153.47215,25/7/09 15:21,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,48,395,-30.259068481012658,3,16
3,49,-30.77172,153.38249,25/7/09 16:15,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
3,53,-31.09663,153.29223,25/7/09 17:09,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
3,57,-31.42147,153.20134,25/7/09 18:03,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
3,61,-31.74625,153.10982,25/7/09 18:57,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,30,395,-30.259068481012658,3,10
3,65,-32.05843,152.97371,25/7/09 19:52,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,36,395,-30.259068481012658,3,12
3,69,-32.36529,152.8185,25/7/09 20:46,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
3,73,-32.652,152.62074,25/7/09 21:40,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
3,77,-32.92269,152.38917,25/7/09 22:34,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
3,81,-33.19296,152.15617,25/7/09 23:28,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
3,85,-33.46279,151.92174,26/7/09 0:22,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
4,1,-34.16882,151.28507,27/7/09 7:31,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
4,5,-34.51939,151.2213,27/7/09 8:29,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
4,9,-34.86992,151.157,27/7/09 9:28,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
4,13,-35.21528,151.06273,27/7/09 10:27,AusCPR,SYME,ANL Windarra,149.36685667269438,East,36,553,-37.26920652802893,3,12
4,17,-35.55753,150.95021,27/7/09 11:25,AusCPR,SYME,ANL Windarra,149.36685667269438,East,48,553,-37.26920652802893,3,16
4,21,-35.89967,150.83673,27/7/09 12:24,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
4,25,-36.2417,150.72227,27/7/09 13:22,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
4,29,-36.58362,150.60679,27/7/09 14:21,AusCPR,SYME,ANL Windarra,149.36685667269438,East,33,553,-37.26920652802893,3,11
4,33,-36.92543,150.49029,27/7/09 15:19,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
4,37,-37.26713,150.37275,27/7/09 16:18,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
4,41,-37.5887,150.20453,27/7/09 17:17,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
4,45,-37.86697,149.92835,27/7/09 18:15,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
4,49,-38.14459,149.65008,27/7/09 19:14,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
4,53,-38.39543,149.34587,27/7/09 20:12,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
4,57,-38.51599,148.92219,27/7/09 21:11,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
4,61,-38.63502,148.49709,27/7/09 22:09,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
4,65,-38.75155,148.07019,27/7/09 23:08,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
4,69,-38.86497,147.64124,28/7/09 0:07,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
4,73,-38.97681,147.21093,28/7/09 1:05,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
4,77,-39.08707,146.77927,28/7/09 2:04,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
4,81,-39.19573,146.34627,28/7/09 3:02,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
5,1,-26.84856,153.45173,21/8/09 18:57,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,0,395,-30.259068481012658,3,0
5,5,-27.1081,153.66008,21/8/09 19:57,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,3,395,-30.259068481012658,3,1
5,9,-27.43249,153.75017,21/8/09 20:58,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
5,13,-27.76611,153.773,21/8/09 21:58,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
5,17,-28.09972,153.79598,21/8/09 22:58,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,24,395,-30.259068481012658,3,8
5,21,-28.43333,153.81909,21/8/09 23:59,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,18,395,-30.259068481012658,3,6
5,25,-28.76558,153.80259,22/8/09 0:59,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
5,29,-29.09662,153.75066,22/8/09 1:59,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,3,395,-30.259068481012658,3,1
6,1,-34.10793,151.29749,24/8/09 5:37,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
6,5,-34.43805,151.23716,24/8/09 6:35,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
6,9,-34.76814,151.17634,24/8/09 7:33,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
6,13,-35.09593,151.10204,24/8/09 8:31,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
6,17,-35.41827,150.99634,24/8/09 9:29,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
6,21,-35.74053,150.88978,24/8/09 10:27,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
6,25,-36.06269,150.78236,24/8/09 11:25,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
6,29,-36.38475,150.67405,24/8/09 12:24,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
6,33,-36.70671,150.56485,24/8/09 13:22,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,37,-37.02857,150.45473,24/8/09 14:20,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
6,41,-37.35033,150.34366,24/8/09 15:18,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,45,-37.64032,150.15317,24/8/09 16:16,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,49,-37.9023,149.89276,24/8/09 17:14,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
6,53,-38.1637,149.63049,24/8/09 18:12,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
6,57,-38.39676,149.34102,24/8/09 19:10,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
6,61,-38.51049,148.94209,24/8/09 20:09,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,65,-38.62285,148.54191,24/8/09 21:07,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,69,-38.73327,148.14023,24/8/09 22:05,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
6,73,-38.84033,147.73648,24/8/09 23:03,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
6,77,-38.946,147.33152,25/8/09 0:01,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,81,-39.05027,146.92536,25/8/09 0:59,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
6,85,-39.15313,146.51801,25/8/09 1:57,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
6,89,-39.1752,146.10988,25/8/09 2:55,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
7,1,-26.73775,153.25762,16/10/09 13:44,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
7,5,-26.94365,153.57692,16/10/09 14:55,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,33,395,-30.259068481012658,3,11
7,9,-27.2727,153.70664,16/10/09 16:05,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,13,-27.62396,153.76172,16/10/09 17:16,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,33,395,-30.259068481012658,3,11
7,21,-28.33514,153.80581,16/10/09 19:36,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,33,395,-30.259068481012658,3,11
7,22,-28.42404,153.81137,16/10/09 19:54,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,0,395,-30.259068481012658,3,0
7,25,-28.6903,153.81715,16/10/09 20:47,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
7,29,-29.04279,153.76002,16/10/09 21:57,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
7,33,-29.39526,153.7025,16/10/09 23:08,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,6,395,-30.259068481012658,3,2
7,37,-29.74771,153.64458,17/10/09 0:18,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
7,41,-30.097,153.56763,17/10/09 1:29,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,45,-30.44335,153.47292,17/10/09 2:39,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,49,-30.78963,153.37753,17/10/09 3:49,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
7,53,-31.13585,153.28146,17/10/09 5:00,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,57,-31.48199,153.18468,17/10/09 6:10,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,6,395,-30.259068481012658,3,2
7,61,-31.82806,153.08718,17/10/09 7:21,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,65,-32.1558,152.92493,17/10/09 8:31,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
7,69,-32.48259,152.75889,17/10/09 9:41,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
7,73,-32.77306,152.51678,17/10/09 10:52,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,6,395,-30.259068481012658,3,2
8,1,-34.10311,151.26243,19/10/09 9:54,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
8,5,-34.43469,151.21503,19/10/09 10:49,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
8,9,-34.76624,151.16725,19/10/09 11:44,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
8,13,-35.09508,151.10232,19/10/09 12:39,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
8,17,-35.41743,150.99662,19/10/09 13:34,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,21,-35.73968,150.89006,19/10/09 14:29,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,25,-36.06184,150.78264,19/10/09 15:24,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,29,-36.3839,150.67434,19/10/09 16:19,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
8,33,-36.70586,150.56514,19/10/09 17:14,AusCPR,SYME,ANL Windarra,149.36685667269438,East,24,553,-37.26920652802893,3,8
8,37,-37.02773,150.45502,19/10/09 18:09,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,41,-37.34949,150.34396,19/10/09 19:04,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
8,45,-37.63963,150.15385,19/10/09 19:59,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,49,-37.90161,149.89345,19/10/09 20:54,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
8,53,-38.16301,149.63118,19/10/09 21:50,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
8,57,-38.39646,149.34206,19/10/09 22:45,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,61,-38.51019,148.94314,19/10/09 23:40,AusCPR,SYME,ANL Windarra,149.36685667269438,East,3,553,-37.26920652802893,3,1
8,65,-38.62256,148.54296,20/10/09 0:35,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
8,69,-38.73258,148.14111,20/10/09 1:30,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
8,73,-38.8379,147.73662,20/10/09 2:25,AusCPR,SYME,ANL Windarra,149.36685667269438,East,0,553,-37.26920652802893,3,0
8,77,-38.94182,147.33093,20/10/09 3:20,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
8,81,-39.04433,146.92406,20/10/09 4:15,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
9,1,-38.75513,148.05626,16/2/10 22:08,AusCPR,SYME,ANL Windarra,149.36685667269438,East,27,553,-37.26920652802893,3,9
9,5,-38.86202,147.65231,16/2/10 23:16,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
9,9,-38.96751,147.24715,17/2/10 0:24,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
9,13,-39.0716,146.84079,17/2/10 1:32,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
9,17,-39.17428,146.43324,17/2/10 2:40,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
9,21,-39.13853,146.03436,17/2/10 3:48,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
9,25,-38.96007,145.67282,17/2/10 4:56,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
9,29,-38.7805,145.3131,17/2/10 6:04,AusCPR,SYME,ANL Windarra,149.36685667269438,East,6,553,-37.26920652802893,3,2
12,1,-26.77037,153.30731,12/12/09 6:08,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
12,5,-26.96825,153.60154,12/12/09 7:12,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,39,395,-30.259068481012658,3,13
12,9,-27.28353,153.70956,12/12/09 8:16,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
12,13,-27.61323,153.76106,12/12/09 9:20,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,18,395,-30.259068481012658,3,6
12,17,-27.94696,153.78167,12/12/09 10:25,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,24,395,-30.259068481012658,3,8
12,21,-28.28069,153.80242,12/12/09 11:29,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,18,395,-30.259068481012658,3,6
12,25,-28.61442,153.82329,12/12/09 12:33,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,36,395,-30.259068481012658,3,12
12,29,-28.94548,153.77583,12/12/09 13:38,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,45,395,-30.259068481012658,3,15
12,33,-29.27629,153.72196,12/12/09 14:42,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,24,395,-30.259068481012658,3,8
12,37,-29.60708,153.66774,12/12/09 15:46,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,30,395,-30.259068481012658,3,10
12,41,-29.93748,153.61102,12/12/09 16:51,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,48,395,-30.259068481012658,3,16
12,45,-30.26257,153.52244,12/12/09 17:55,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,33,395,-30.259068481012658,3,11
12,49,-30.58761,153.43327,12/12/09 18:59,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,30,395,-30.259068481012658,3,10
12,53,-30.91258,153.3435,12/12/09 20:03,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,27,395,-30.259068481012658,3,9
12,57,-31.23749,153.25312,12/12/09 21:08,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
12,61,-31.56233,153.16211,12/12/09 22:12,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
12,65,-31.88463,153.06174,12/12/09 23:16,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,15,395,-30.259068481012658,3,5
12,69,-32.19149,152.90686,13/12/09 0:21,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,21,395,-30.259068481012658,3,7
12,73,-32.49817,152.75093,13/12/09 1:25,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,9,395,-30.259068481012658,3,3
12,77,-32.7691,152.52019,13/12/09 2:29,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,12,395,-30.259068481012658,3,4
12,81,-33.03938,152.2876,13/12/09 3:34,AusCPR,BRSY,ANL Windarra,153.2465544556962,East,6,395,-30.259068481012658,3,2
13,1,-34.11302,151.27991,15/12/09 9:18,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
13,5,-34.44386,151.2256,15/12/09 10:11,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
13,9,-34.77468,151.17087,15/12/09 11:05,AusCPR,SYME,ANL Windarra,149.36685667269438,East,9,553,-37.26920652802893,3,3
13,13,-35.1028,151.0998,15/12/09 11:58,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
13,17,-35.42515,150.99407,15/12/09 12:51,AusCPR,SYME,ANL Windarra,149.36685667269438,East,12,553,-37.26920652802893,3,4
13,21,-35.7474,150.8875,15/12/09 13:44,AusCPR,SYME,ANL Windarra,149.36685667269438,East,51,553,-37.26920652802893,3,17
13,25,-36.06955,150.78006,15/12/09 14:37,AusCPR,SYME,ANL Windarra,149.36685667269438,East,33,553,-37.26920652802893,3,11
13,29,-36.39161,150.67174,15/12/09 15:30,AusCPR,SYME,ANL Windarra,149.36685667269438,East,15,553,-37.26920652802893,3,5
13,33,-36.71357,150.56251,15/12/09 16:24,AusCPR,SYME,ANL Windarra,149.36685667269438,East,30,553,-37.26920652802893,3,10
13,37,-37.03543,150.45237,15/12/09 17:17,AusCPR,SYME,ANL Windarra,149.36685667269438,East,48,553,-37.26920652802893,3,16
13,41,-37.35719,150.34129,15/12/09 18:10,AusCPR,SYME,ANL Windarra,149.36685667269438,East,21,553,-37.26920652802893,3,7
13,45,-37.64591,150.14764,15/12/09 19:03,AusCPR,SYME,ANL Windarra,149.36685667269438,East,18,553,-37.26920652802893,3,6
13,49,-37.90788,149.88719,15/12/09 19:56,AusCPR,SYME,ANL Windarra,149.36685667269438,East,45,553,-37.26920652802893,3,15
13,53,-38.16926,149.62488,15/12/09 20:49,AusCPR,SYME,ANL Windarra,149.36685667269438,East,57,553,-37.26920652802893,3,19
13,57,-38.3992,149.33253,15/12/09 21:43,AusCPR,SYME,ANL Windarra,149.36685667269438,East,30,553,-37.26920652802893,3,10
